15:0:1.0 T_7|student video:1 audio:1 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:1 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:1 audio:1 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:1 audio:1 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:1 reading:1 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:1 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
8 9:1:0.2 10 11 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
8 10 11:1:0.33 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_1 C_5_3 C_5_4 
8:1:0.28 10 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_1 C_5_3 
10:1:0.19 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_3 
3:0:0.76 4 T_2|student video:1 audio:1 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
16 17:1:0.78 T_8|student video:1 audio:1 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
16:0:0.22 T_8|student video:1 audio:1 reading:1 kinesthetic:0 |content C_8_1 
1:0:0.59 2 T_1|student video:1 audio:1 reading:1 kinesthetic:1 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:1 reading:1 kinesthetic:1 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:1 reading:1 kinesthetic:1 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:1 audio:1 reading:1 kinesthetic:1 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:1 audio:1 reading:1 kinesthetic:1 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:1 reading:1 kinesthetic:1 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:1 reading:1 kinesthetic:1 |content C_3_1 C_3_2 
8:1:0.28 9 10 11 T_5|student video:1 audio:1 reading:1 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 C_5_4 
9:0:0.2 10 11 T_5|student video:1 audio:1 reading:1 kinesthetic:1 |content C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:1 reading:1 kinesthetic:1 |content C_2_1 C_2_2 
16 17:1:0.78 T_8|student video:1 audio:1 reading:1 kinesthetic:1 |content C_8_1 C_8_2 
16:1:0.22 T_8|student video:1 audio:1 reading:1 kinesthetic:1 |content C_8_1 
1:0:0.59 2 T_1|student video:1 audio:1 reading:1 kinesthetic:0 |content C_1_1 C_1_2 
15:1:1.0 T_7|student video:1 audio:1 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:1 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13 14:0:0.34 T_6|student video:1 audio:1 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:1 audio:1 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:1 reading:1 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:1 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
8 9:1:0.2 10 11 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
8 10 11:0:0.33 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_1 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:1 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:1 audio:1 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:0 audio:1 reading:1 kinesthetic:1 |content C_1_1 C_1_2 
15:1:1.0 T_7|student video:0 audio:1 reading:1 kinesthetic:1 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:0 audio:1 reading:1 kinesthetic:1 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:0 audio:1 reading:1 kinesthetic:1 |content C_6_1 C_6_2 C_6_3 
22:1:1.0 T_10|student video:0 audio:1 reading:1 kinesthetic:1 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:1 reading:1 kinesthetic:1 |content C_4_1 
5:0:0.69 6 T_3|student video:0 audio:1 reading:1 kinesthetic:1 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:0 audio:1 reading:1 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:0 audio:1 reading:1 kinesthetic:1 |content C_2_1 C_2_2 
16:0:0.22 17 T_8|student video:0 audio:1 reading:1 kinesthetic:1 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:1 audio:0 reading:1 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:0 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:0 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:1 audio:0 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:1 audio:0 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:0 reading:1 kinesthetic:0 |content C_4_1 
5:1:0.69 6 T_3|student video:1 audio:0 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
6:1:0.31 T_3|student video:1 audio:0 reading:1 kinesthetic:0 |content C_3_2 
8 9:0:0.2 10 11 T_5|student video:1 audio:0 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:1:0.76 4 T_2|student video:1 audio:0 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
4:1:0.24 T_2|student video:1 audio:0 reading:1 kinesthetic:0 |content C_2_2 
16 17:1:0.78 T_8|student video:1 audio:0 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
16:0:0.22 T_8|student video:1 audio:0 reading:1 kinesthetic:0 |content C_8_1 
1:0:0.59 2 T_1|student video:0 audio:0 reading:0 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:0 audio:0 reading:0 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:0 audio:0 reading:0 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:0 audio:0 reading:0 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:0 audio:0 reading:0 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:0 reading:0 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:0 audio:0 reading:0 kinesthetic:0 |content C_3_1 C_3_2 
8 9 10 11:1:0.33 T_5|student video:0 audio:0 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
8 9:0:0.2 10 T_5|student video:0 audio:0 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 
3:1:0.76 4 T_2|student video:0 audio:0 reading:0 kinesthetic:0 |content C_2_1 C_2_2 
4:1:0.24 T_2|student video:0 audio:0 reading:0 kinesthetic:0 |content C_2_2 
16 17:0:0.78 T_8|student video:0 audio:0 reading:0 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:1 audio:0 reading:0 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:0 reading:0 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:0 reading:0 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:1 audio:0 reading:0 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:1:1.0 T_10|student video:1 audio:0 reading:0 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:0 reading:0 kinesthetic:0 |content C_4_1 
5 6:1:0.31 T_3|student video:1 audio:0 reading:0 kinesthetic:0 |content C_3_1 C_3_2 
5:0:0.69 T_3|student video:1 audio:0 reading:0 kinesthetic:0 |content C_3_1 
8 9:0:0.2 10 11 T_5|student video:1 audio:0 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:0 reading:0 kinesthetic:0 |content C_2_1 C_2_2 
16:1:0.22 17 T_8|student video:1 audio:0 reading:0 kinesthetic:0 |content C_8_1 C_8_2 
17:1:0.78 T_8|student video:1 audio:0 reading:0 kinesthetic:0 |content C_8_2 
1:0:0.59 2 T_1|student video:0 audio:0 reading:0 kinesthetic:1 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:0 audio:0 reading:0 kinesthetic:1 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:0 audio:0 reading:0 kinesthetic:1 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:0 audio:0 reading:0 kinesthetic:1 |content C_6_1 C_6_2 C_6_3 
22:1:1.0 T_10|student video:0 audio:0 reading:0 kinesthetic:1 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:0 reading:0 kinesthetic:1 |content C_4_1 
5:0:0.69 6 T_3|student video:0 audio:0 reading:0 kinesthetic:1 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:0 audio:0 reading:0 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:0 audio:0 reading:0 kinesthetic:1 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:0 audio:0 reading:0 kinesthetic:1 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:0 audio:1 reading:1 kinesthetic:1 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:0 audio:1 reading:1 kinesthetic:1 |content C_7_1 
18 19:1:0.37 20 21 T_9|student video:0 audio:1 reading:1 kinesthetic:1 |content C_9_1 C_9_2 C_9_3 C_9_4 
18:1:0.42 20 21 T_9|student video:0 audio:1 reading:1 kinesthetic:1 |content C_9_1 C_9_3 C_9_4 
20 21:0:0.15 T_9|student video:0 audio:1 reading:1 kinesthetic:1 |content C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:0 audio:1 reading:1 kinesthetic:1 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:0 audio:1 reading:1 kinesthetic:1 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:1 reading:1 kinesthetic:1 |content C_4_1 
5:0:0.69 6 T_3|student video:0 audio:1 reading:1 kinesthetic:1 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:0 audio:1 reading:1 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:0 audio:1 reading:1 kinesthetic:1 |content C_2_1 C_2_2 
16:1:0.22 17 T_8|student video:0 audio:1 reading:1 kinesthetic:1 |content C_8_1 C_8_2 
17:0:0.78 T_8|student video:0 audio:1 reading:1 kinesthetic:1 |content C_8_2 
1:0:0.59 2 T_1|student video:1 audio:0 reading:1 kinesthetic:1 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:0 reading:1 kinesthetic:1 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:0 reading:1 kinesthetic:1 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:1 audio:0 reading:1 kinesthetic:1 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:1 audio:0 reading:1 kinesthetic:1 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:0 reading:1 kinesthetic:1 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:0 reading:1 kinesthetic:1 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:1 audio:0 reading:1 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:0 reading:1 kinesthetic:1 |content C_2_1 C_2_2 
16:0:0.22 17 T_8|student video:1 audio:0 reading:1 kinesthetic:1 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:0 audio:1 reading:0 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:0 audio:1 reading:0 kinesthetic:0 |content C_7_1 
18:0:0.42 19 20 21 T_9|student video:0 audio:1 reading:0 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:0:0.52 14 T_6|student video:0 audio:1 reading:0 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:0 audio:1 reading:0 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:1 reading:0 kinesthetic:0 |content C_4_1 
5:1:0.69 6 T_3|student video:0 audio:1 reading:0 kinesthetic:0 |content C_3_1 C_3_2 
6:1:0.31 T_3|student video:0 audio:1 reading:0 kinesthetic:0 |content C_3_2 
8 9 10 11:0:0.33 T_5|student video:0 audio:1 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:1:0.76 4 T_2|student video:0 audio:1 reading:0 kinesthetic:0 |content C_2_1 C_2_2 
4:0:0.24 T_2|student video:0 audio:1 reading:0 kinesthetic:0 |content C_2_2 
16 17:0:0.78 T_8|student video:0 audio:1 reading:0 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:0 audio:0 reading:1 kinesthetic:0 |content C_1_1 C_1_2 
15:1:1.0 T_7|student video:0 audio:0 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:0 audio:0 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:1:0.52 14 T_6|student video:0 audio:0 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
12:1:0.14 14 T_6|student video:0 audio:0 reading:1 kinesthetic:0 |content C_6_1 C_6_3 
14:0:0.34 T_6|student video:0 audio:0 reading:1 kinesthetic:0 |content C_6_3 
22:0:1.0 T_10|student video:0 audio:0 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:0 reading:1 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:0 audio:0 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:0 audio:0 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:0 audio:0 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
16:1:0.22 17 T_8|student video:0 audio:0 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
17:0:0.78 T_8|student video:0 audio:0 reading:1 kinesthetic:0 |content C_8_2 
1:0:0.59 2 T_1|student video:1 audio:1 reading:0 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:1 reading:0 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:1 reading:0 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13 14:0:0.34 T_6|student video:1 audio:1 reading:0 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:1:1.0 T_10|student video:1 audio:1 reading:0 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:1 reading:0 kinesthetic:0 |content C_4_1 
5:1:0.69 6 T_3|student video:1 audio:1 reading:0 kinesthetic:0 |content C_3_1 C_3_2 
6:1:0.31 T_3|student video:1 audio:1 reading:0 kinesthetic:0 |content C_3_2 
8 9:0:0.2 10 11 T_5|student video:1 audio:1 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:1 reading:0 kinesthetic:0 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:1 audio:1 reading:0 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:1 audio:1 reading:0 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:1 reading:0 kinesthetic:0 |content C_7_1 
18 19:1:0.37 20 21 T_9|student video:1 audio:1 reading:0 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
18 20 21:1:0.15 T_9|student video:1 audio:1 reading:0 kinesthetic:0 |content C_9_1 C_9_3 C_9_4 
18:0:0.42 20 T_9|student video:1 audio:1 reading:0 kinesthetic:0 |content C_9_1 C_9_3 
12 13 14:0:0.34 T_6|student video:1 audio:1 reading:0 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:1 audio:1 reading:0 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:1 reading:0 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:1 reading:0 kinesthetic:0 |content C_3_1 C_3_2 
8 9:1:0.2 10 11 T_5|student video:1 audio:1 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
8 10 11:0:0.33 T_5|student video:1 audio:1 reading:0 kinesthetic:0 |content C_5_1 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:1 reading:0 kinesthetic:0 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:1 audio:1 reading:0 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:1 audio:1 reading:1 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:1 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:1 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13 14:0:0.34 T_6|student video:1 audio:1 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:1:1.0 T_10|student video:1 audio:1 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:1 reading:1 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:1 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:1 audio:1 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:1 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:1 audio:1 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:0 audio:0 reading:1 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:0 audio:0 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:0 audio:0 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13 14:0:0.34 T_6|student video:0 audio:0 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:0:1.0 T_10|student video:0 audio:0 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:0 audio:0 reading:1 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:0 audio:0 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
8 9:0:0.2 10 11 T_5|student video:0 audio:0 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:0 audio:0 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:0 audio:0 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:1 audio:0 reading:1 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:0 reading:1 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:0 reading:1 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13 14:0:0.34 T_6|student video:1 audio:0 reading:1 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
22:1:1.0 T_10|student video:1 audio:0 reading:1 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:0 reading:1 kinesthetic:0 |content C_4_1 
5:0:0.69 6 T_3|student video:1 audio:0 reading:1 kinesthetic:0 |content C_3_1 C_3_2 
8 9 10 11:0:0.33 T_5|student video:1 audio:0 reading:1 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:0 reading:1 kinesthetic:0 |content C_2_1 C_2_2 
16 17:0:0.78 T_8|student video:1 audio:0 reading:1 kinesthetic:0 |content C_8_1 C_8_2 
1:0:0.59 2 T_1|student video:1 audio:0 reading:0 kinesthetic:0 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:0 reading:0 kinesthetic:0 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:0 reading:0 kinesthetic:0 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13 14:1:0.34 T_6|student video:1 audio:0 reading:0 kinesthetic:0 |content C_6_1 C_6_2 C_6_3 
12 13:1:0.52 T_6|student video:1 audio:0 reading:0 kinesthetic:0 |content C_6_1 C_6_2 
12:1:0.14 T_6|student video:1 audio:0 reading:0 kinesthetic:0 |content C_6_1 
22:0:1.0 T_10|student video:1 audio:0 reading:0 kinesthetic:0 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:0 reading:0 kinesthetic:0 |content C_4_1 
5:1:0.69 6 T_3|student video:1 audio:0 reading:0 kinesthetic:0 |content C_3_1 C_3_2 
6:0:0.31 T_3|student video:1 audio:0 reading:0 kinesthetic:0 |content C_3_2 
8 9 10 11:0:0.33 T_5|student video:1 audio:0 reading:0 kinesthetic:0 |content C_5_1 C_5_2 C_5_3 C_5_4 
3:0:0.76 4 T_2|student video:1 audio:0 reading:0 kinesthetic:0 |content C_2_1 C_2_2 
16 17:1:0.78 T_8|student video:1 audio:0 reading:0 kinesthetic:0 |content C_8_1 C_8_2 
16:1:0.22 T_8|student video:1 audio:0 reading:0 kinesthetic:0 |content C_8_1 
1:0:0.59 2 T_1|student video:1 audio:0 reading:0 kinesthetic:1 |content C_1_1 C_1_2 
15:0:1.0 T_7|student video:1 audio:0 reading:0 kinesthetic:1 |content C_7_1 
18 19:0:0.37 20 21 T_9|student video:1 audio:0 reading:0 kinesthetic:1 |content C_9_1 C_9_2 C_9_3 C_9_4 
12 13:1:0.52 14 T_6|student video:1 audio:0 reading:0 kinesthetic:1 |content C_6_1 C_6_2 C_6_3 
12 14:1:0.34 T_6|student video:1 audio:0 reading:0 kinesthetic:1 |content C_6_1 C_6_3 
12:1:0.14 T_6|student video:1 audio:0 reading:0 kinesthetic:1 |content C_6_1 
22:0:1.0 T_10|student video:1 audio:0 reading:0 kinesthetic:1 |content C_10_1 
7:0:1.0 T_4|student video:1 audio:0 reading:0 kinesthetic:1 |content C_4_1 
5:1:0.69 6 T_3|student video:1 audio:0 reading:0 kinesthetic:1 |content C_3_1 C_3_2 
6:0:0.31 T_3|student video:1 audio:0 reading:0 kinesthetic:1 |content C_3_2 
8 9 10 11:1:0.33 T_5|student video:1 audio:0 reading:0 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 C_5_4 
8 9:1:0.2 10 T_5|student video:1 audio:0 reading:0 kinesthetic:1 |content C_5_1 C_5_2 C_5_3 
8:0:0.28 10 T_5|student video:1 audio:0 reading:0 kinesthetic:1 |content C_5_1 C_5_3 
